case,phi1_deg,response_phi2_deg,valid_phi2_deg,response_distance_kpc,valid_distance_kpc,response_pm1_masyr,valid_pm1_masyr,response_pm2_masyr,valid_pm2_masyr
G5,-25.0,-0.025565237055287404,True,-0.008836074609449796,True,-0.015772100792325716,True,-0.004319484036793497,True
G5,-23.0,-0.0004910603182484985,True,-0.0013243035538952341,True,-0.003596485323175358,True,-0.0006283329954892558,True
G5,-21.0,0.024663964548386402,True,0.008683143350797451,True,0.011279818765911998,True,0.00315506114010633,True
G5,-19.0,0.04116856172989361,True,0.017812941845583907,True,0.025553894521701537,True,0.012240201528879169,True
G5,-17.0,0.04385712703140243,True,0.015188340026970337,True,0.02025309869742209,True,0.01403295895154244,True
G5,-15.0,0.033039977570282514,True,0.012156432980475529,True,0.01368628409981909,True,0.013035377809901938,True
G5,-13.0,0.018769805299461872,True,0.0074006635979433355,True,0.008396919323612195,True,0.010742910931235361,True
G5,-11.0,0.011747043495312415,True,0.0035003163987017416,True,0.0035537861382053393,True,0.009610949330308483,True
G5,-9.0,0.0046045912216334806,True,0.0038664107858910057,True,0.0036641331758549,True,0.008786613990014125,True
G5,-7.0,0.00014654286816306872,True,0.0015892324374977562,True,0.0019652957201294896,True,0.008378491839156066,True
G5,-5.0,-0.008371476201781913,True,0.00250468129940451,True,0.0029745215920495838,True,0.0070565672994131745,True
G5,-3.0,-0.015248433145982343,True,0.0021190636492001147,True,0.002505287383696597,True,0.006031925329515797,True
G5,-1.0,-0.013928275459161421,True,0.0010123585506338628,True,0.0012448694422104722,True,0.005548932832667219,True
G5,1.0,-0.01871201411003276,False,-0.0043690865534227186,False,-0.0026174506775014095,False,0.0044879524438894425,False
G5,3.0,-0.017231627369126867,False,-0.002469125025163166,False,-0.008543784559891243,False,0.0018978222226035957,False
G5,5.0,-0.04266885690799249,False,-0.0030977297583589802,False,-0.011769210741242375,False,-0.0033403701262728624,False
G5,7.0,nan,False,nan,False,nan,False,nan,False
G5,9.0,-0.03393162700618335,False,0.00018739770387732335,False,0.0015699907805135638,False,0.0027958858220269445,False
G5,11.0,nan,False,nan,False,nan,False,nan,False
